"id","name","mechanic","equipment","primary_muscle","secondary_muscles","beginner_friendly","instructions","images","hypertrophy_score","rep_range","hidden","bench_required","pull_up_bar_required"
490,Standing One-Arm Cable Curl,isolation,cable,biceps,{},false,"{""Start out by grabbing single handle next to the low pulley machine. Make sure you are far enough from the machine so that your arm is supporting the weight."",""Make sure that your upper arm is stationary, perpendicular to the floor with elbows in and palms facing forward. Your non lifting arm should be grabbing your waist. This will allow you to keep your balance."",""Slowly begin to curl the single handle upwards while keeping the upper arm stationary until your forearm touches your bicep while exhaling. Tip: Only the forearm should move."",""Hold the contraction position as you squeeze the bicep and then lower the single handle back down to the starting position as you inhale."",""Repeat for the recommended amount of repetitions."",""Switch arms while performing this exercise.""}","{Standing_One-Arm_Cable_Curl/0.jpg,Standing_One-Arm_Cable_Curl/1.jpg}",,"",true,,
491,Standing One-Arm Dumbbell Curl Over Incline Bench,isolation,dumbbell,biceps,{},true,"{""Stand on the back side of an incline bench as if you were going to be a spotter for someone. Have a dumbbell in one hand and rest it across the incline bench with a supinated (palms up) grip."",""Position your non lifting hand at the corner or side of the incline bench. The chest should be pressed against the top part of the incline and your feet should be pressed against the floor at a wide stance. This is the starting position."",""While holding the upper arm stationary, curl the dumbbell upward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a second."",""Slowly begin to bring the dumbbells back to starting position as your breathe in."",""Repeat for the recommended amount of repetitions."",""Switch arms while performing this exercise.""}","{Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench/0.jpg,Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench/1.jpg}",,"",true,,
492,Standing One-Arm Dumbbell Triceps Extension,isolation,dumbbell,triceps,"{chest,shoulders}",true,"{""To begin, stand up with a dumbbell held in one hand. Your feet should be about shoulder width apart from each other. Now fully extend the arm with the dumbbell over your head. Tip: The small finger of your hand should be facing the ceiling and the palm of your hand should be facing forward. The dumbbell should be above your head."",""This will be your starting position."",""Keeping your upper arm close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearm touch your bicep. Tip: The upper arm should remain stationary and only the forearm should move. Breathe in as you perform this step."",""Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step."",""Repeat for the recommended amount of repetitions."",""Switch arms and repeat the exercise.""}","{Standing_One-Arm_Dumbbell_Triceps_Extension/0.jpg,Standing_One-Arm_Dumbbell_Triceps_Extension/1.jpg}",,"",true,,
493,Standing Overhead Barbell Triceps Extension,isolation,barbell,triceps,{shoulders},true,"{""To begin, stand up holding a barbell or e-z bar using a pronated grip (palms facing forward) with your hands closer than shoulder width apart from each other. Your feet should be about shoulder width apart."",""Now elevate the barbell above your head until your arms are fully extended. Keep your elbows in. This will be your starting position."",""Keeping your upper arms close to your head and elbows in, perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."",""Go back to the starting position by using the triceps to raise the barbell. Breathe out as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Standing_Overhead_Barbell_Triceps_Extension/0.jpg,Standing_Overhead_Barbell_Triceps_Extension/1.jpg}",1,"8-12",false,false,false
494,Standing Palm-In One-Arm Dumbbell Press,compound,dumbbell,shoulders,{triceps},true,"{""Start by having a dumbbell in one hand with your arm fully extended to the side using a neutral grip. Use your other arm to hold on to an incline bench to keep your balance."",""Your feet should be shoulder width apart from each other. Now slowly lift the dumbbell up until you create a 90 degree angle with your arm. Note: Your forearm should be perpendicular to the floor. Continue to maintain a neutral grip throughout the entire exercise."",""Slowly lift the dumbbell up until your arm is fully extended. This the starting position."",""While inhaling lower the weight down until your arm is at a 90 degree angle again."",""Feel the contraction for a second and then lift the weight back up towards the starting position while exhaling. Remember to hold on to the incline bench and keep your feet positioned to keep balance during the exercise."",""Repeat for the recommended amount of repetitions."",""Switch arms and repeat the exercise.""}","{Standing_Palm-In_One-Arm_Dumbbell_Press/0.jpg,Standing_Palm-In_One-Arm_Dumbbell_Press/1.jpg}",,"",true,,
495,Standing Palms-In Dumbbell Press,compound,dumbbell,shoulders,{triceps},false,"{""Start by having a dumbbell in each hand with your arm fully extended to the side using a neutral grip. Your feet should be shoulder width apart from each other. Now slowly lift the dumbbells up until you create a 90 degree angle with your arms. Note: Your forearms should be perpendicular to the floor. This the starting position."",""Continue to maintain a neutral grip throughout the entire exercise. Slowly lift the dumbbells up until your arms are fully extended."",""While inhaling lower the weights down until your arm is at a 90 degree angle again."",""Repeat for the recommended amount of repetitions.""}","{Standing_Palms-In_Dumbbell_Press/0.jpg,Standing_Palms-In_Dumbbell_Press/1.jpg}",,"",true,,
496,Standing Palms-Up Barbell Behind The Back Wrist Curl,isolation,barbell,forearms,{},true,"{""Start by standing straight and holding a barbell behind your glutes at arm's length while using a pronated grip (palms will be facing back away from the glutes) and having your hands shoulder width apart from each other."",""You should be looking straight forward while your feet are shoulder width apart from each other. This is the starting position."",""While exhaling, slowly elevate the barbell up by curling your wrist in a semi-circular motion towards the ceiling. Note: Your wrist should be the only body part moving for this exercise."",""Hold the contraction for a second and lower the barbell back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions."",""When finished, lower the barbell down to the squat rack or the floor by bending the knees. Tip: It is easiest to either pick it up from a squat rack or have a partner hand it to you.""}","{Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl/0.jpg,Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl/1.jpg}",,"",true,,
497,Standing Rope Crunch,isolation,cable,abdominals,{},true,"{""Attach a rope to a high pulley and select an appropriate weight."",""Stand with your back to the cable tower. Take the rope with both hands over your shoulders, holding it to your upper chest. This will be your starting position."",""Perform the movement by flexing the spine, crunching the weight down as far as you can."",""Hold the peak contraction for a moment before returning to the starting position.""}","{Standing_Rope_Crunch/0.jpg,Standing_Rope_Crunch/1.jpg}",,"",true,,
512,Svend Press,compound,other,chest,"{forearms,shoulders,triceps}",true,"{""Begin in a standing position."",""Press two lightweight plates together with your hands. Hold the plates together close to your chest to create an isometric contraction in your chest muscles. Your fingers should be pointed forward. This is your starting position."",""Squeeze the plates between your palms and extend your arms directly out in front of you in a controlled motion."",""Pause at the top of the motion, and then slowly return to the starting position.""}","{Svend_Press/0.jpg,Svend_Press/1.jpg}",,"",true,,
503,Straight-Arm Dumbbell Pullover,compound,dumbbell,chest,"{lats,shoulders,triceps}",false,"{""Place a dumbbell standing up on a flat bench."",""Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well."",""Grasp the dumbbell with both hands and hold it straight over your chest at arms length. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.
Caution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face."",""While keeping your arms straight, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest."",""At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement."",""Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.""}","{Straight-Arm_Dumbbell_Pullover/0.jpg,Straight-Arm_Dumbbell_Pullover/1.jpg}",,"",true,,
505,Straight Bar Bench Mid Rows,compound,barbell,middle back,"{biceps,lats}",true,"{""Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position."",""Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking."",""After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down.""}","{Straight_Bar_Bench_Mid_Rows/0.jpg,Straight_Bar_Bench_Mid_Rows/1.jpg}",,"",true,,
506,Straight Raises on Incline Bench,isolation,barbell,shoulders,{traps},true,"{""Place a bar on the ground behind the head of an incline bench."",""Lay on the bench face down. With a pronated grip, pick the barbell up from the floor, keeping your arms straight. Allow the bar to hang straight down. This will be your starting position."",""To begin, raise the barbell out in front of your head while keeping your arms extended."",""Return to the starting position.""}","{Straight_Raises_on_Incline_Bench/0.jpg,Straight_Raises_on_Incline_Bench/1.jpg}",,"",true,,
507,Suspended Fallout,isolation,other,abdominals,"{chest,""lower back"",shoulders}",false,"{""Adjust the straps so the handles are at an appropriate height, below waist level."",""Begin standing and grasping the handles. Lean into the straps, moving to an incline push-up position. This will be your starting position."",""Keeping your arms straight, lean further into the suspension straps, bringing your body closer to the ground, allowing your shoulders to extend, raising your arms up and over your head."",""Maintain a neutral spine and keep the rest of your body straight, your shoulders being the only joints allowed to move."",""Pause during the peak contraction, and then return to the starting position.""}","{Suspended_Fallout/0.jpg,Suspended_Fallout/1.jpg}",,"",true,,
509,Suspended Reverse Crunch,isolation,other,abdominals,{},true,"{""Secure a set of suspension straps with the handles hanging about a foot off of the ground. Move yourself into a pushup plank position facing away from the rack."",""Place your feet into the handles. You should maintain a straight posture, not allowing the hips to sag. This will be your starting position."",""Begin the movement by flexing the knees and hips, drawing the knees to your torso. As you do so, anteriorly tilt your pelvis, allowing your spine to flex."",""At the top of the controlled motion, return to the starting position.""}","{Suspended_Reverse_Crunch/0.jpg,Suspended_Reverse_Crunch/1.jpg}",,"",true,,
510,Suspended Row,compound,other,middle back,"{biceps,lats}",true,"{""Suspend your straps at around chest height. Take a handle in each hand and lean back. Keep your body erect and your head and chest up. Your arms should be fully extended. This will be your starting position."",""Begin by flexing the elbow to initiate the movement. Protract your shoulder blades as you do so."",""At the completion of the motion pause, and then return to the starting position.""}","{Suspended_Row/0.jpg,Suspended_Row/1.jpg}",,"",true,,
511,Suspended Split Squat,compound,other,quadriceps,"{abductors,adductors,calves,glutes,hamstrings}",false,"{""Suspend your straps so the handles are 18-30 inches from the floor."",""Facing away from the setup, place your rear foot into the handle behind you. Keep your head looking forward and your chest up, with your knee slightly bent. This will be your starting position."",""Descend by flexing the knee and hips, lowering yourself to the ground. Keep your weight on the heel of your foot and maintain your posture throughout the exercise."",""At the bottom of the movement, reverse the motion, extending through the hip and knee to return to the starting position.""}","{Suspended_Split_Squat/0.jpg,Suspended_Split_Squat/1.jpg}",,"",true,,
513,T-Bar Row with Handle,compound,barbell,middle back,"{biceps,lats}",true,"{""Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end."",""Stand over the bar, and position a Double D row handle around the bar next to the collar. Using your hips and legs, rise to a standing position."",""Assume a wide stance with your hips back and your chest up. Your arms should be extended. This will be your starting position."",""Pull the weight to your upper abdomen by retracting the shoulder blades and flexing the elbows. Do not jerk the weight or cheat during the movement."",""After a brief pause, return to the starting position.""}","{T-Bar_Row_with_Handle/0.jpg,T-Bar_Row_with_Handle/1.jpg}",,"",true,,
514,Tate Press,isolation,dumbbell,triceps,"{chest,shoulders}",false,"{""Lie down on a flat bench with a dumbbell in each hand on top of your thighs. The palms of your hand will be facing each other."",""By using your thighs to help you get the dumbbells up, clean the dumbbells one arm at a time so that you can hold them in front of you at shoulder width. Note: when holding the dumbbells in front of you, make sure your arms are wider than shoulder width apart from each other using a pronated (palms forward) grip. Allow your elbows to point out. This is your starting position."",""Keeping the upper arms stationary, slowly move the dumbbells in and down in a semi circular motion until they touch the upper chest while inhaling. Keep full control of the dumbbells at all times and do not move the upper arms nor rest the dumbbells on the chest."",""As you breathe out, move the dumbbells up using your triceps and the same semi-circular motion but in reverse. Attempt to keep the dumbbells together as they move up. Lock your arms in the contracted position, hold for a second and then start coming down again slowly again. Tip: It should take at least twice as long to go down than to come up."",""Repeat the movement for the prescribed amount of repetitions of your training program.""}","{Tate_Press/0.jpg,Tate_Press/1.jpg}",,"",true,,
518,Triceps Overhead Extension with Rope,isolation,cable,triceps,{},true,"{""Attach a rope to a low pulley. After selecting an appropriate weight, grasp the rope with both hands and face away from the cable."",""Position your hands behind your head with your elbows point straight up. Your elbows should start out flexed, and you can stagger your stance and lean gently away from the machine to create greater stability. This will be your starting position."",""To perform the movement, extend through the elbow while keeping the upper arm in position, raising your hands above your head."",""Squeeze your triceps at the top of the movement, and slowly lower the weight back to the start position.""}","{Triceps_Overhead_Extension_with_Rope/0.jpg,Triceps_Overhead_Extension_with_Rope/1.jpg}",,"",true,,
515,Thigh Abductor,isolation,machine,abductors,{glutes},true,"{""To begin, sit down on the abductor machine and select a weight you are comfortable with. When your legs are positioned properly, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position."",""Slowly press against the machine with your legs to move them away from each other while exhaling."",""Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary to prevent any injuries from occurring."",""Repeat for the recommended amount of repetitions.""}","{Thigh_Abductor/0.jpg,Thigh_Abductor/1.jpg}",4,"8-12",false,false,false
520,Triceps Pushdown - Rope Attachment,isolation,cable,triceps,{},true,"{""Attach a rope attachment to a high pulley and grab with a neutral grip (palms facing each other)."",""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the rope with the palms facing each other. This is your starting position."",""Using the triceps, bring the rope down as you bring each side of the rope to the side of your thighs. At the end of the movement the arms are fully extended and perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."",""After holding for a second, at the contracted position, bring the rope slowly up to the starting point. Breathe in as you perform this step."",""Repeat for the recommended amount of repetitions.""}","{Triceps_Pushdown_-_Rope_Attachment/0.jpg,Triceps_Pushdown_-_Rope_Attachment/1.jpg}",,"",true,,
523,Tuck Crunch,isolation,body only,abdominals,{},true,"{""To begin, lie down on the floor or an exercise mat with your back pressed against the floor. Your arms should be lying across your sides with the palms facing down."",""Your legs should be crossed by wrapping one ankle around the other. Slowly elevate your legs up in the air until your thighs are perpendicular to the floor with a slight bend at the knees. Note: Your knees and toes should be parallel to the floor as opposed to the thighs."",""Move your arms from the floor and cross them so they are resting on your chest. This is the starting position."",""While keeping your lower back pressed against the floor, slowly lift your torso. Remember to exhale while perform this part of the exercise."",""Slowly begin to lower your torso back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions.""}","{Tuck_Crunch/0.jpg,Tuck_Crunch/1.jpg}",,"",true,,
524,Two-Arm Dumbbell Preacher Curl,isolation,dumbbell,biceps,{},true,"{""Grab a dumbbell with each arm and place the upper arms on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position."",""As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched."",""As you exhale, use the biceps to curl the weights up until your biceps is fully contracted and the dumbbells are at shoulder height."",""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.""}","{Two-Arm_Dumbbell_Preacher_Curl/0.jpg,Two-Arm_Dumbbell_Preacher_Curl/1.jpg}",,"",true,,
525,Two-Arm Kettlebell Clean,compound,kettlebells,shoulders,"{calves,glutes,hamstrings,""lower back"",traps}",false,"{""Place two kettlebells between your feet. To get in the starting position, push your butt back and look straight ahead."",""Clean the kettlebells to your shoulders by extending through the legs and hips as you raise the kettlebells towards your shoulders. Rotate your wrists as you do so."",""Lower the kettlebells back to the starting position and repeat.""}","{Two-Arm_Kettlebell_Clean/0.jpg,Two-Arm_Kettlebell_Clean/1.jpg}",,"",true,,
526,Two-Arm Kettlebell Jerk,compound,kettlebells,shoulders,"{calves,quadriceps,triceps}",false,"{""Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you swing the kettlebells towards your shoulders. Rotate your wrists as you do so, so that the palms face forward. Squat down a few inches and reverse the motion rapidly driving both kettlebells overhead. Immediately after the initial push, squat down again and get under the kettlebells. Once the kettlebells are locked out, stand upright to complete the exercise.""}","{Two-Arm_Kettlebell_Jerk/0.jpg,Two-Arm_Kettlebell_Jerk/1.jpg}",,"",true,,
528,Two-Arm Kettlebell Row,compound,kettlebells,middle back,"{biceps,lats}",false,"{""Place two kettlebells in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position."",""Grab both kettlebells and pull them to your stomach, retracting your shoulder blades and flexing the elbows. Keep your back straight. Lower and repeat.""}","{Two-Arm_Kettlebell_Row/0.jpg,Two-Arm_Kettlebell_Row/1.jpg}",,"",true,,
536,Weighted Ball Side Bend,isolation,exercise ball,abdominals,{},false,"{""To begin, lie down on an exercise ball with your left side of the torso (waist, hips and shoulder) pressed against the ball."",""Your feet should be on the floor while your legs are crossed and hanging from the ball. Hold a weighted plate with your right hand directly to the right side of your head. Tip: Make sure the smooth side of the plate is resting against your head."",""Place your left arm across your torso so that your palm is on your obliques. There should be a right angle between your left forearm and upper arm. This is the starting position."",""Raise the side of your torso up by laterally flexing at the waist while exhaling."",""Hold the contraction for a second and slowly lower yourself back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions."",""Switch sides and repeat the exercise.""}","{Weighted_Ball_Side_Bend/0.jpg,Weighted_Ball_Side_Bend/1.jpg}",,"",true,,
529,Underhand Cable Pulldowns,compound,cable,lats,"{biceps,""middle back"",shoulders}",true,"{""Sit down on a pull-down machine with a wide bar attached to the top pulley. Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar."",""Grab the pull-down bar with the palms facing your torso (a supinated grip). Make sure that the hands are placed closer than the shoulder width."",""As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position."",""As you breathe out, pull the bar down until it touches your upper chest by drawing the shoulders and the upper arms down and back. Tip: Concentrate on squeezing the back muscles once you reach the fully contracted position and keep the elbows close to your body. The upper torso should remain stationary as your bring the bar to you and only the arms should move. The forearms should do no other work other than hold the bar."",""After a second on the contracted position, while breathing in, slowly bring the bar back to the starting position when your arms are fully extended and the lats are fully stretched."",""Repeat this motion for the prescribed amount of repetitions.""}","{Underhand_Cable_Pulldowns/0.jpg,Underhand_Cable_Pulldowns/1.jpg}",,"",true,,
531,Upright Cable Row,compound,cable,traps,{shoulders},false,"{""Grasp a straight bar cable attachment that is attached to a low pulley with a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The bar should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position."",""Use your side shoulders to lift the cable bar as you exhale. The bar should be close to the body as you move it up. Continue to lift it until it nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the bar, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement."",""Lower the bar back down slowly to the starting position. Inhale as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions.""}","{Upright_Cable_Row/0.jpg,Upright_Cable_Row/1.jpg}",,"",true,,
532,Upright Row - With Bands,compound,bands,traps,{shoulders},true,"{""To begin, stand on an exercise band so that tension begins at arm's length. Grasp the handles using a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The handles should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position."",""Use your side shoulders to lift the handles as you exhale. The handles should be close to the body as you move them up. Continue to lift the handles until they nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the handles, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement."",""Lower the handles back down slowly to the starting position. Inhale as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions.""}","{Upright_Row_-_With_Bands/0.jpg,Upright_Row_-_With_Bands/1.jpg}",,"",true,,
533,V-Bar Pulldown,compound,cable,lats,"{biceps,""middle back"",shoulders}",false,"{""Sit down on a pull-down machine with a V-Bar attached to the top pulley."",""Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar."",""Grab the V-bar with the palms facing each other (a neutral grip). Stick your chest out and lean yourself back slightly (around 30-degrees) in order to better engage the lats. This will be your starting position."",""Using your lats, pull the bar down as you squeeze your shoulder blades. Continue until your chest nearly touches the V-bar. Exhale as you execute this motion. Tip: Keep the torso stationary throughout the movement."",""After a second hold on the contracted position, slowly bring the bar back to the starting position as you breathe in."",""Repeat for the prescribed number of repetitions.""}","{V-Bar_Pulldown/0.jpg,V-Bar_Pulldown/1.jpg}",,"",true,,
551,Wind Sprints,compound,body only,abdominals,{},true,"{""Hang from a pull-up bar using a pronated grip. Your arms and legs should be extended. This will be your starting position."",""Begin by quickly raising one knee as high as you can. Do not swing your body or your legs. 3"",""Immediately reverse the motion, returning that leg to the starting position. Simultaneously raise the opposite knee as high as possible."",""Continue alternating between legs until the set is complete.""}","{Wind_Sprints/0.jpg,Wind_Sprints/1.jpg}",,"",true,,
534,V-Bar Pullup,compound,body only,lats,"{biceps,""middle back"",shoulders}",true,"{""Start by placing the middle of the V-bar in the middle of the pull-up bar (assuming that the pull-up station you are using does not have neutral grip handles). The V-Bar handles will be facing down so that you can hang from the pull-up bar through the use of the handles."",""Once you securely place the V-bar, take a hold of the bar from each side and hang from it. Stick your chest out and lean yourself back slightly in order to better engage the lats. This will be your starting position."",""Using your lats, pull your torso up while leaning your head back slightly so that you do not hit yourself with the chin-up bar. Continue until your chest nearly touches the V-bar. Exhale as you execute this motion."",""After a second hold on the contracted position, slowly lower your body back to the starting position as you breathe in."",""Repeat for the prescribed number of repetitions.""}","{V-Bar_Pullup/0.jpg,V-Bar_Pullup/1.jpg}",,"",true,,
535,Weighted Ball Hyperextension,compound,exercise ball,lower back,"{glutes,hamstrings,""middle back""}",false,"{""To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position."",""Slowly raise your torso up by bending at the waist and lower back. Remember to exhale during this movement."",""Hold the contraction on your lower back for a second and lower your torso back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions prescribed in your program.""}","{Weighted_Ball_Hyperextension/0.jpg,Weighted_Ball_Hyperextension/1.jpg}",,"",true,,
537,Weighted Bench Dip,compound,other,triceps,"{chest,shoulders}",false,"{""For this exercise you will need to place a bench behind your back and another one in front of you. With the benches perpendicular to your body, hold on to one bench on its edge with the hands close to your body, separated at shoulder width. Your arms should be fully extended."",""The legs will be extended forward on top of the other bench. Your legs should be parallel to the floor while your torso is to be perpendicular to the floor. Have your partner place the dumbbell on your lap. Note: This exercise is best performed with a partner as placing the weight on your lap can be challenging and cause injury without assistance. This will be your starting position."",""Slowly lower your body as you inhale by bending at the elbows until you lower yourself far enough to where there is an angle slightly smaller than 90 degrees between the upper arm and the forearm. Tip: Keep the elbows as close as possible throughout the movement. Forearms should always be pointing down."",""Using your triceps to bring your torso up again, lift yourself back to the starting position while exhaling."",""Repeat for the recommended amount of repetitions.""}","{Weighted_Bench_Dip/0.jpg,Weighted_Bench_Dip/1.jpg}",,"",true,,
539,Weighted Jump Squat,compound,barbell,quadriceps,"{calves,glutes,hamstrings,""lower back""}",false,"{""Position a lightly loaded barbell across the back of your shoulders. You could also use a weighted vest, sandbag, or other type of resistance for this exercise."",""The weight should be light enough that it doesn't slow you down significantly. Your feet should be just outside of shoulder width with your head and chest up. This will be your starting position."",""Using a countermovement, squat partially down and immediately reverse your direction to explode off of the ground, extending through your hips, knees, and ankles. Maintain good posture throughout the jump."",""As you return to the ground, absorb the impact through your legs.""}","{Weighted_Jump_Squat/0.jpg,Weighted_Jump_Squat/1.jpg}",,"",true,,
540,Weighted Pull Ups,compound,other,lats,"{biceps,""middle back""}",false,"{""Attach a weight to a dip belt and secure it around your waist. Grab the pull-up bar with the palms of your hands facing forward. For a medium grip, your hands should be spaced at shoulder width. Both arms should be extended in front of you holding the bar at the chosen grip."",""You'll want to bring your torso back about 30 degrees while creating a curvature in your lower back and sticking your chest out. This will be your starting position."",""Now, exhale and pull your torso up until your head is above your hands. Concentrate on squeezing yourshoulder blades back and down as you reach the top contracted position."",""After a brief moment at the top contracted position, inhale and slowly lower your torso back to the starting position with your arms extended and your lats fully stretched.""}","{Weighted_Pull_Ups/0.jpg,Weighted_Pull_Ups/1.jpg}",,"",true,,
541,Weighted Sit-Ups - With Bands,isolation,other,abdominals,{},false,"{""Start out by strapping the bands around the base of the decline bench. Place the handles towards the inside of the decline bench so that when lying down, you can reach for both of them."",""Position your legs through the decline machine until they are secured. Now reach for the exercise bands with both hands. Use a pronated (palms forward) grip to grasp the handles. Position them near your collar bone and rotate your wrist to a neutral grip (palms facing the torso). Note: Your arms should remain stationary throughout the exercise. This is the starting position."",""Move your torso upward until your upper body is perpendicular to the floor while exhaling. Hold the contraction for a second and lower your upper body back down to the starting position while inhaling."",""Repeat for the recommended amount of repetitions.""}","{Weighted_Sit-Ups_-_With_Bands/0.jpg,Weighted_Sit-Ups_-_With_Bands/1.jpg}",,"",true,,
391,Seated Band Hamstring Curl,isolation,bands,hamstrings,{},true,"{""Secure a band close to the ground and place a bench a couple feet away from it."",""Seat yourself on the bench and secure the band behind your ankles, beginning with your legs straight. This will be your starting position."",""Flex the knees, bringing your feet towards the bench. You may need to lean back slightly to keep your feet from striking the floor."",""Pause at the completion of the movement, and then slowly return to the starting position.""}","{Seated_Band_Hamstring_Curl/0.jpg,Seated_Band_Hamstring_Curl/1.jpg}",2,"15-25",false,true,false
203,Crossover Lat Pulldown,compound,cable,lats,"{biceps,""middle back"",shoulders}",false,"{""Either standing or seated on a high bench, grasp two stirrup cables that are attached to the high pulleys. Grab with the opposing hand so your arms are crisscrossed about you and your palms are facing forward."",""Keeping your chest up and maintaining a slight arch in your lower back, pull the handles down as if you were doing a regular pulldown. The range of motion will be more of an arc. During the movement, rotate your hands so that in the bottom position your palms face each other rather than forward. Return slowly to the starting position and repeat.""}","{Full_Range-Of-Motion_Lat_Pulldown/0.jpg,Full_Range-Of-Motion_Lat_Pulldown/1.jpg}",4,"8-12",true,,
136,Chest-Biased Dips,compound,dip bar,chest,"{shoulders,triceps}",false,"{""For this exercise you will need access to parallel bars. To get yourself into the starting position, hold your body at arms length (arms locked) above the bars."",""While breathing in, lower yourself slowly with your torso leaning forward around 30 degrees or so and your elbows flared out slightly until you feel a slight stretch in the chest."",""Once you feel the stretch, use your chest to bring your body back to the starting position as you breathe out. Tip: Remember to squeeze the chest at the top of the movement for a second."",""Repeat the movement for the prescribed amount of repetitions.""}","{Dips_-_Chest_Version/0.jpg,Dips_-_Chest_Version/1.jpg}",3,"8-12",false,false,false
142,Double Kettlebell Push Press,compound,kettlebells,front delt,"{calves,quadriceps,triceps}",false,"{""Clean two kettlebells to your shoulders."",""Squat down a few inches and reverse the motion rapidly. Use the momentum from the legs to drive the kettlebells overhead."",""Once the kettlebells are locked out, lower the kettlebells to your shoulders and repeat.""}","{Double_Kettlebell_Push_Press/0.jpg,Double_Kettlebell_Push_Press/1.jpg}",1,"6-10",false,false,false
450,Smith Machine Overhead Shoulder Press,compound,machine,front delt,{triceps},true,"{""To begin, place a flat bench (or preferably one with back support) underneath a smith machine. Position the barbell at a height so that when seated on the flat bench, the arms must be almost fully extended to reach the barbell."",""Once you have the correct height, sit slightly in behind the barbell so that there is an imaginary straight line from the tip of your nose to the barbell. Your feet should be stationary. Grab the barbell with the palms facing forward, unlock it and lift it up so that your arms are fully extended. This is the starting position."",""Slowly begin to lower the barbell until it is level with your chin while inhaling."",""Then lift the barbell back to the starting position using your shoulders while exhaling."",""Repeat for the recommended amount of repetitions.""}","{Smith_Machine_Overhead_Shoulder_Press/0.jpg,Smith_Machine_Overhead_Shoulder_Press/1.jpg}",3,"6-10",false,true,false
